Name	Set	Card	Type	Level	Logo	Rarity	Text	PT-BR
Castle Ravenloft	Ravenloft	016	Holding		RV	R	The attached realm and its defenders are immune to all offensive spells. 	
Azalin's Graveyard	Ravenloft	017	Holding	6	RV	R	Can call upon a +6 zombie horde as an ally to defend the attached realm for one round per battle. 	
Kargat Mausoleum	Ravenloft	018	Holding	4	RV	C	The attached realm can defend itself as a level 4 undead champion (vampire). 	
Paridon	Ravenloft	019	Holding		RV	UC	If the attached realm is attacked, a doppleganger imitates any one of the attacker's allies each round. 	
Pharaoh's Rest	Ravenloft	020	Holding		RV	C	The power of the ancients subtracts 3 levels from champions attacking the attached realm. 	
Mists	Ravenloft	021	Event		AD&D2	C	All players can rearrange their realms and holdings. Helpful. 	
Dark Powers	Ravenloft	022	Event		AD&D2	UC	All players shuffle their discard piles and place on top of their decks. Harmful. 	
Grand Conjunction	Ravenloft	023	Event		AD&D2	C	All champions can attack any realm, regardless of its position, until the end of this player's next turn. Helpful. 	
Harvest Moon	Ravenloft	024	Event		AD&D2	R	Double the level of all werebeasts and undead until the end of this player's next turn. Helpful. 	
All Hallow's Eve	Ravenloft	025	Event		AD&D2	C	All monster champions gain 3 levels until the end of this player's next turn. Helpful. 	
Quirk of Fate	Ravenloft	026	Event		AD&D2	R	All champions use the first digit of their card number for their level until the end of this player's next turn. Harmful. 	
Disrupted Magic	Ravenloft	027	Event		AD&D2	C	Champions that can cast wizard spells now can cast only cleric spells and vice versa, until the end of this player's next turn. Harmful. 	
Power of the Land	Ravenloft	028	Event		AD&D2	UC	All champions gain 1 level for each Ravenloft realm and holding in their player's control until the end of this player's next turn. Helpful. 	
Spell Book of Drawmij	Ravenloft	029	Rule		GH	R	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Victorious Greyhawk champions may keep one spell used that round that they can cast normally when they return to the pool. The spell is automatically cast again the next time that champion fights. Any dispel magic card can be used to remove the spell. 	
City States	Ravenloft	030	Rule		DS	R	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. One Dark Sun holding can be counted as a realm for the purpose of victory conditions. 	
Islands of Terror	Ravenloft	031	Rule		RV	R	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Play Ravenloft realms face down, but vertically. (Holdings are still face up, as are other realms.) Reveal the realm only when it is attacked. If one of his Ravenloft realms is razed, the player can rearrange all his Ravenloft realms. 	
Eyes of the Undead	Ravenloft	032	Cleric Spell		AD&D2	C	If an opponent has an undead champion or ally, player can look at the opponent's hand. (Def/4) 	
Living Ward	Ravenloft	033	Cleric Spell		AD&D2	UC	All of the opponent's living allies (not undead) in play are discarded. (Off/4) 	
Binding Curse	Ravenloft	034	Cleric Spell		AD&D2	C	If defeated, this champion can curse its opponent to lose 3 levels until a dispel magic removes this card. (Off/4) 	
Conjure Grave Elemental	Ravenloft	035	Cleric Spell	8	AD&D2	R	Casting this spell creates a +8 ally for the duration of the round. (Off/4) 	
Animate Rock	Ravenloft	036	Cleric Spell	6	AD&D2	UC	(Off/4) 	
Word of Recall	Ravenloft	037	Cleric Spell		AD&D2	C	Pick one opposing ally card and discard it. (Off/4) 	
Glyph of Warding	Ravenloft	038	Cleric Spell		AD&D2	C	All opposing allies lose 1 level. (Off/4) 	
Call Lightning	Ravenloft	039	Cleric Spell	4	AD&D2	C	(Off/4) 	
Prayer	Ravenloft	040	Cleric Spell		AD&D2	C	This champion's allies all gain 2 levels. (Def/4) 	
Turn Undead	Ravenloft	041	Cleric Spell		AD&D2	UC	All undead enemy allies with levels equal to or less than the champion must be discarded. (Off/4) 	
Imbue with Spell Ability	Ravenloft	042	Cleric Spell		AD&D2	C	A cleric in a player's pool can cast this on any champion, allowing him to cast cleric spells for this round. (Def/3) 	
Insect Plague	Ravenloft	043	Cleric Spell	5	AD&D2	C	(Off/4) 	
Plane Shift	Ravenloft	044	Cleric Spell		AD&D2	R	Player can substitute any unrazed realm's power, but not its attached holding, for this round. (Off/4) 	
Heal	Ravenloft	045	Cleric Spell		AD&D2	R	Player may retrieve any champion or ally from his discard pile and return to his hand. (Def/3) 	
Shadow Magic	Ravenloft	046	Wizard Spell	3	AD&D2	C	(Off/4) 	
Shades	Ravenloft	047	Wizard Spell	4	AD&D2	C	Casting this spell creates a +4 ally. (Def/4) 	
Vampiric Touch	Ravenloft	048	Wizard Spell	5	AD&D2	C	Has no effect on undead champions. (Off/4) 	
Hold Person	Ravenloft	049	Wizard Spell		AD&D2	R	Reduces opposing champion's level to 0 for this round. (Off/4) 	
Detect Magic	Ravenloft	050	Wizard Spell		AD&D2	UC	Opponent lays all spells and magical items in his hand face up on the table for this round. (Off/4) 	
Augment Undead	Ravenloft	051	Wizard Spell		AD&D2	C	Undead champions and allies gain 2 levels for this round. (Def/4) 	
Strahd's Malefic Meld	Ravenloft	052	Wizard Spell		AD&D2	UC	Multiply the levels of the two weakest allies and add to the total. If only one ally is present, it is now a 0. (Def/4) 	
Misty Summons	Ravenloft	053	Wizard Spell		AD&D2	R	From any pool, use a champion (level only) not immune to spells as an ally. Win or lose, champion is returned to its pool. (Def/4) 	
Neverending Nightmare	Ravenloft	054	Wizard Spell		AD&D2	C	Player adds 1 level to this champion for each realm and holding he has in play. (Def/4) 	
Chill Touch	Ravenloft	055	Wizard Spell	3	AD&D2	C	Does not affect undead monsters. (Off/4) 	
Tarokka Deck	Ravenloft	056	Magical Item		AD&D2	UC	When used in battle, the player may look at the top six cards of his opponent's deck and discard one. (Def) (Off) 	
Timepiece of Klorr	Ravenloft	057	Magical Item		AD&D2	R	If victorious, this champion may make one extra attack on the same realm before being put in his pool. (Def) 	
Ring of Regeneration	Ravenloft	058	Magical Item		AD&D2	UC	If this champion is defeated, he is returned to his pool at the end of the player's next turn. (Def) 	
Sun Sword	Ravenloft	059	Magical Item	2	AD&D2	C	The sword becomes +5 if the opposing champion is undead. (Off) Sword. 	
Blood Coin	Ravenloft	060	Magical Item		AD&D2	C	If defeated, put card on opponent's champion. Opponent's hand size is reduced by one until dispel magic is cast or the new owner is defeated. (Off) 	
Staff of Mimicry	Ravenloft	061	Magical Item		AD&D2	UC	Imitates one magical item attached to any other champion in this player's pool. (Def) 	
Soul Searcher Medal	Ravenloft	062	Magical Item		AD&D2	C	Before combat, the player can look at one other player's hand. If used, the attached champion cannot attack this turn. (Def) 	
Ring of Reversion	Ravenloft	063	Magical Item		AD&D2	UC	The opposing champion cannot use his power or cast spells. (Off) 	
Amulet of the Beast	Ravenloft	064	Magical Item		AD&D2	C	Used in combat, one enemy ally (except undead) is turned into a werebeast, causing him to switch sides. (Off) 	
Cat of Felkovic	Ravenloft	065	Magical Item		AD&D2	C	If victorious, champion keeps up to six ally cards face down with it. These are dead allies; however, champion gains 1 level for each card. (Off) 	
Apparatus	Ravenloft	066	Artifact		RV	R	Player borrows any champion (level only) from any pool as an ally. Win or lose, champion is returned to its pool. 	
Crown of Souls	Ravenloft	067	Artifact		RV	R	When used to attack, defender's realm power (but not attached holding) is ignored. 	
Holy Symbol of Ravenkind	Ravenloft	068	Artifact		RV	UC	Opponent cannot use undead champions or allies. OR card can be discarded to force Strahd to be discarded permanently. 	
Tapestry of Dark Souls	Ravenloft	069	Artifact		RV	UC	When used in combat, opponent can have only one ally. Any extras are discarded. 	
Fang of the Nosferatu	Ravenloft	070	Artifact		RV	R	Attached champion can substitute the powers of any champion from any pool other than its own. 	
Kargat Vampire	Ravenloft	071	Ally	5	AD&D2	C	Flyer. Undead. Becomes +7 if defending a realm with a mausoleum or graveyard holding. 	
Wolf Pack	Ravenloft	072	Ally	4	AD&D2	C		
Flesh Golem	Ravenloft	073	Ally	5	AD&D2	UC	Rips magical items from its opponent, who must discard all attached magical items. 	
Ghost Ship	Ravenloft	074	Ally	1	AD&D2	R	Champion and allies become flyers. When attacking, can switch attack to a different realm. 	
Strahd Zombies	Ravenloft	075	Ally	4	AD&D2	C	Undead. 	
Fiend	Ravenloft	076	Ally	6	AD&D2	R	Flyer. Opposing clerics lose 3 levels against this ally. 	
Spectre	Ravenloft	077	Ally	4	AD&D2	UC	Flyer. Undead. All enemy champions and allies (except undead) lose 1 level when opposing this ally. 	
Vistani	Ravenloft	078	Ally	1	AD&D2	C	If opposing champion is victorious, he loses his power until dispel magic is cast on him. Keep this card with the champion. 	
Loup-garou	Ravenloft	079	Ally	2	AD&D2	UC	Werebeast. Opposing champion is automatically defeated unless he has or can play a magical item. 	
Werebat	Ravenloft	080	Ally	3	AD&D2	C	Flyer. Werebeast. 	
Mysterious Stranger	Ravenloft	081	Hero	3	RV	C	One card from this player's hand is kept hidden under this one. Use it in his next battle, then hide a new card. 	
Azalin	Ravenloft	082	Monster	8	RV	R	Undead. Casts wizard spells. If victorious in battle, takes one ally with him into the pool. 	
Adam	Ravenloft	083	Monster	7	RV	R	Immune to all offensive spells and magical items. 	
Ankhtepot	Ravenloft	084	Monster	7	RV	UC	Undead. Casts cleric spells. Ignores the effects of opposing holdings. 	
Ireena Kolyana	Ravenloft	085	Hero	3	RV	C	Level 5 vs. undead. If facing Strahd, he returns to his pool; that player must select another champion or lose the battle. 	
Dr. Rudolph Van Richten	Ravenloft	086	Hero	3	RV	C	Opponent must lay his hand face up for this round. Level 6 vs. any Ravenloft champion. 	
Harkon Lukas	Ravenloft	087	Monster	5	RV	UC	Werebeast. When in combat, he picks one magical item, artifact, spell, or ally of the opponent to be discarded. 	
Headless Horseman	Ravenloft	088	Monster	4	RV	R	Flyer. If attacking, it can choose to automatically win the round, but card must then be discarded. Undead. 	
Arijani	Ravenloft	089	Monster	6	RV	UC	When attacking, picks which champion from his opponent's pool will face him. 	
Wilfred Godefroy	Ravenloft	090	Monster	4	RV	C	Undead. Flyer. Any undead allies gain 2 levels. 	
Tiyet	Ravenloft	091	Monster	5	RV	C	Undead. Casts cleric spells. 	
Sir Hiregaard	Ravenloft	092	Hero	2	RV	C	When defending, he turns into a level 6 monster. 	
Gabrielle Aderre	Ravenloft	093	Wizard	3	RV	C	If defeated, looks at opponent's hand and places one card on the bottom of that player's draw pile. 	
Hags of Tepest	Ravenloft	094	Monster	4	RV	C	Cast wizard spells. When in combat, player can take one wizard spell from his deck and play it. Reshuffle the deck. 	
Sir Edmund Bloodsworth	Ravenloft	095	Monster	2	RV	C	Doppleganger. Imitates the level or power of his opponent, but not both. Uses power second (after opponent). 	
High Master Illithid	Ravenloft	096	Monster	8	RV	UC	Can look at opponent's hand after declaring which realm he is attacking. 	
Dr. Mordenheim	Ravenloft	097	Hero	1	RV	C	Can use one ally card from his discard deck. 	
Sergei Von Zarovich	Ravenloft	098	Hero	6	RV	C	Undead. Sergei is immune to all event cards, even beneficial ones. 	
Lord Soth	Ravenloft	099	Monster	7	RV	R	Immune to offensive wizard spells. Opposing Dragonlance champions cannot use their powers. Undead. 	
Strahd Von Zarovich	Ravenloft	100	Monster	9	RV	R	Flyer. Undead. Casts wizard spells. If defeated in combat and no other Strahd is in play, he returns to his pool at the end of player's next turn. 	
Tarrasque	Forgotten	001	Event		AD&D2	UC	Play on a realm. The victim may discard his pool to discard the tarrasque. If he discards nothing, the realm is razed and he plays the event on another player's realm continuing the cycle. (Discard if no realms remain.) Harmful. 	
Black Bess	Forgotten	002	Event		AD&D2	R	Each player must draw and discard a card, checking the last digit of its number. Discard all the player's champions in play whose unadjusted level is greater than this number. Harmful. 	
Caer Allison	Forgotten	003	Event		AD&D2	R	May be played as a temporary realm at any time. (Only one can be in play at any time.) At the end of the owner's next turn, this card must be discarded. Helpful. 	
Curse of the Azure Bonds	Forgotten	004	Event		AD&D2	R	Control any one enemy champion until the end of your next turn, treating it as a champion from your own pool. Return it to the owning player's pool or discard pile, as appropriate. Harmful. 	
Cyrinishad	Forgotten	005	Event		AD&D2	R	Until the end of this player's next turn, no priest spells may be cast. Only Cyric is immune to this effect. Harmful. 	
Darkwalker War	Forgotten	006	Event		AD&D2	UC	Draw and discard a card, noting the last digit of its number. Until the end of your current turn, all monsters and undead gain a number of bonus levels equal to that digit. Helpful.	
Dead Magic Zone	Forgotten	007	Event		AD&D2	UC	Until the end of this player's next turn, no spells may be cast, and all artifacts and magic items are ignored. Harmful. 	
Horde	Forgotten	008	Event		AD&D2	C	Each player must immediately raze one of his own realms or discard two champions from his pool and/or hand. Harmful. 	
Lady Luck	Forgotten	009	Event		AD&D2	R	The player and one opponent each draw a card and compare card numbers. Discard the card with the lower last digit; play the other immediately or keep it in hand. Ties are both played (discard both if identical). Harmful. 	
Wild Magic Surge	Forgotten	010	Event		AD&D2	R	Play at the end of any other player's turn. The order of play immediately reverses (clockwise to counter-clockwise, and vice versa). Harmful. 	
Coral Kingdom, The	Forgotten	011	Realm		FR	C	This realm can be attacked only by swimmers. 	
Halruaa	Forgotten	012	Realm		FR	C	All wizards defending this realm gain 2 levels. Any champion defending this realm may cast wizard spells. Coast. 	
Kozakura	Forgotten	013	Realm		FR	C	This realm can be attacked only by flyers or swimmers. Coast. 	
Luiren	Forgotten	014	Realm		FR	C	All halfling champions and allies gain +3 when defending this realm. Coast. 	
Maztica	Forgotten	015	Realm		FR	C	When this realm is first played, no heroes of level 6 or higher may attack or defend until the beginning of this player's next turn. Coast. 	
Mulhorand	Forgotten	016	Realm		FR	C	Any champion defending this realm may cast wizard spells. Clerics defending the realm gain +2 levels. Coast. 	
Raurin	Forgotten	017	Realm		FR	C	If this realm is razed, the attacking champion must be discarded. 	
Shou Lung	Forgotten	018	Realm		FR	C	All artifacts used in defense of this realm gain +3 levels. Coast. 	
Blackstaff Tower	Forgotten	019	Holding	3	FR	UC	This holding counts as a +3 ally. No wizard spells may be played against champions defending the attached realm, and defending wizards gain +3 levels. 	
Candlekeep	Forgotten	020	Holding		FR	UC	Whenever an opponent plays an event, the owner of this holding may immediately examine that player's hand. 	
High Horn	Forgotten	021	Holding	5	FR	UC	The garrison of High Horn is a +5 ally. 	
Mithril Hall	Forgotten	022	Holding		FR	UC	Each time the attached realm is successfully defended, search the draw pile for the first magical item or artifact, and play it immediately into pool or hand, then reshuffle the draw pile. 	
Moonwell	Forgotten	023	Holding		FR	UC	The attached realm can cast cleric spells and is unaffected by harmful cleric spells and events. 	
Pook's Palace	Forgotten	024	Holding		FR	UC	When the attached realm is successfully defended, draw two cards as the spoils of victory. 	
Yulash	Forgotten	025	Holding		FR	UC	Monsters defending the attached realm gain 2 levels for each ally used to attack it. 	
Tower of Ashaba	Forgotten	026	Holding		FR	UC	When the attached realm is attacked, draw and discard a card, noting the last digit of its number. For the duration of the round, all defending allies of level 4 or lower gain a number of levels equal to that digit. 	
Aerial Servant	Forgotten	027	Cleric Spell		AD&D2	C	Play as a +4 flying ally, or give champion and all allies flying ability for one turn. (Def/4) 	
Creeping Doom	Forgotten	028	Cleric Spell		AD&D2	UC	Immediately razes one realm with no holding. (Off/3) 	
Earthquake	Forgotten	029	Cleric Spell		AD&D2	C	All cards currently in battle are discarded, and combat ends with no victor. Every player must raze one of his own realms or discard a holding in play. (Off/3/4) 	
Illusory Fortification	Forgotten	030	Cleric Spell		AD&D2	C	Creates a holding that adds 7 levels to a defending champion. Lasts until the beginning of the player's next turn. (Def/3/4) 	
Quest	Forgotten	031	Cleric Spell		AD&D2	C	No champions of unadjusted level 5 or higher may be played or enter battle until the beginning of this player's next turn. (Off/3) 	
Succor	Forgotten	032	Cleric Spell		AD&D2	UC	Return a discarded ally to your hand on the same turn it was defeated. (Def/4/5) 	
Reincarnate	Forgotten	033	Cleric Spell		AD&D2	R	Discard any champion and replace it with any champion of the same level or lower from your draw pile. Reshuffle the draw pile. (Def/3/5) 	
Ressurection	Forgotten	034	Cleric Spell		AD&D2	R	Return any champion or ally from your discard pile to your hand. (Def/3/4/5) 	
Shadow Engines	Forgotten	035	Cleric Spell		AD&D2	C	Discard any holding of an opponent. (Off/3/4) 	
Symbol of Hopelessness	Forgotten	036	Cleric Spell		AD&D2	UC	Ends the current battle immediately. All allies and spells are discarded, and attacking champion may not attack again this battle. (Off/4) 	
Word of Recall	Forgotten	037	Cleric Spell		AD&D2	C	The current battle round ends with no winner or loser, though spells and allies are still discarded. A new attacker may continue the battle. (Def/4) 	
Zone of Truth	Forgotten	038	Cleric Spell		AD&D2	C	All players must keep their hands face up on the table until the end of this player's next turn. (Off/3) 	
Death Link	Forgotten	039	Cleric Spell	2	AD&D2	C	If the casting champion is defeated, the opposing champion is also discarded. (Def/4) 	
Find Familiar	Forgotten	040	Cleric Spell	3	AD&D2	C	This spell creates an ally which remains with the caster until he is defeated. No event, magic item, spell, or ally's ability can cause it to change sides or be discarded. (Def/3/4) 	
Great Shout	Forgotten	041	Cleric Spell		AD&D2	C	Draw and discard an opponent's card, noting the last digit of its number. Add that digit to the caster's level for this round of battle. (Def/4) 	
Hallucinatory Terrain	Forgotten	042	Wizard Spell		AD&D2	C	Play as a holding, permanently duplicating the effects of any one holding in play. The illusory holding remains even if the copied holding is discarded. (Def/3) 	
Limited Wish	Forgotten	043	Wizard Spell	1	AD&D2	UC	Cancel the effects of one event card. This spell can be cast any time. (Off) 	
Time Stop	Forgotten	044	Wizard Spell		AD&D2	UC	Take any one wizard spell from your draw pile and play it immediately (if legal). Then reshuffle the draw pile. (Def/3/4/5) 	
Water Breathing	Forgotten	045	Wizard Spell		AD&D2	C	All of this player's champions and allies become swimmers for this turn. They may attack any realm with a coastline, regardless of its position. (Def/3/4) 	
Wish	Forgotten	046	Wizard Spell		AD&D2	R	Discard any one card in play, regardless of its immunities, except a realm. This spell can be cast at any time, but the casting champion cannot be used again until it's owner's next turn. (Off) 	
Deck of Many Things	Forgotten	047	Magical Item	2	AD&D2	R	Each time the attached champion attacks or defends, draw a card. If it is a spell, ally, artifact, or magic item the champion can use, play it at once; otherwise discard it. (Def) 	
Dragonslayer	Forgotten	048	Magical Item	4	AD&D2	R	Cancel the powers of any dragon champions or allies opposing this champion in battle. Sword, Offensive. 	
Flametongue	Forgotten	049	Magical Item	2	AD&D2	R	Attached hero may cause this sword to flame as a +6 magic item for one round of battle, but it must be discarded immediately afterward. Sword, Offensive. 	
Frostbrand	Forgotten	050	Magical Item	3	AD&D2	R	Attached hero may create intense cold with this sword for one round of battle, causing it to act as a +7 magic item, but it must be discarded immediately afterward. Sword, Offensive. 	
Gauntlets of Swimming	Forgotten	051	Magical Item	2	AD&D2	C	Attached champion becomes a swimmer and may attack any realm with a coastline, regardless of its position. (Off) 	
Helm of Water Breathing	Forgotten	052	Magical Item	1	AD&D2	C	Attached champion becomes a swimmer and may attack any realm with a coastline, regardless of it's position. (Off) 	
Horn of Blasting	Forgotten	053	Magical Item	3	AD&D2	UC	The attached champion immediately discards the holding of any realm it attacks. (Off) 	
Ring of Jumping	Forgotten	054	Magical Item	2	AD&D2	C	The attached champion is not stopped by walls. (Off) 	
Slippers of Spider Climbing	Forgotten Realms	055	Magical Item	1	AD&D2	C	The attached champion and his allies ignore walls of stone or iron. (Off) 	
Vorpal Blade	Forgotten	056	Magical Item	3	AD&D2	R	Opponent in combat must draw and discard a card, noting the last digit of its number, if that digit is 3 or less, the opponent's champion is defeated. Sword, Offensive. 	
Wand of Wonder	Forgotten	057	Magical Item		AD&D2	R	Draw and discard a card each time the wand is used in a battle, noting the last digit of the card's number. For that combat, the attached champion gains bonus levels equal to that digit. (Off) 	
Dragon Throne	Forgotten	058	Artifact		FR	R	All allies of this champion gain +2, and the player may look at one opponent's hand at the beginning of each of his turns. 	
Guenhwyvar	Forgotten	059	Artifact	5	FR	R	If the attached champion is defeated, Guenhwyvar may be attached to any other Forgotten Realms champion in the player's pool. 	
Hammer of Tyr	Forgotten	060	Artifact	6	FR	R	When this card is used in combat, discard all undead involved in the battle. 	
Ring of Winter	Forgotten	061	Artifact		FR	R	While this is in play, all opponents draw one fewer card than normal on their turns (minimum of one card). 	
Sword of Cymrych Hugh	Forgotten	062	Artifact	6	FR	R	When this card is used in combat, discard all undead and giants involved in the battle. Sword. 	
Bloodriders	Forgotten	063	Ally	7	AD&D2	C	Undead. 	
Dragonclaw	Forgotten	064	Ally	4	AD&D2	R	Dragonclaw gains +4 levels if defending Kozakura or Shou Lung. May not ally a champion allied with Mad Monkey. 	
Flaming Fist	Forgotten	065	Ally	9	AD&D2	UC	When the Flaming Fist is used in combat, the losing player must immediately discard one magical item or artifact from pool or hand, or else raze one of his own realms. 	
Halfling, Inc.	Forgotten	066	Ally	3	AD&D2	UC	When this card is used in combat, immediately discard one of the opposing champion's magic items or artifacts. Halfling. 	
Kuo Toa	Forgotten	067	Ally	5	AD&D2	C	Swimmer. May attack any realm with a coastline, regardless of its position. 	
Locathah	Forgotten	068	Ally	5	AD&D2	C	Swimmer. May attack any realm with a coastline, regardless of its position. 	
Mad Monkey	Forgotten	069	Ally	4	AD&D2	R	Mad Monkey gains +4 levels if defending Kozakura or Shou Lung. May not ally a champion allied with Dragonclaw. 	
Ninjas	Forgotten	070	Ally	1	AD&D2	UC	When used in combat, draw one card at random from the opponent's hand, playing it against the opponent if possible, discarding it otherwise. 	
Olive Ruskettle	Forgotten	071	Ally	3	AD&D2	UC	When Olive is involved in a combat, no magical items or artifacts function anywhere in play. Halfling. 	
Orcs of Dragonspear	Forgotten	072	Ally	2	AD&D2	C	Gains +2 for each additional orc allied to the champion. Orc. 	
Orcs of the Savage Frontier	Forgotten	073	Ally	3	AD&D2	C	Gains +2 for each additional orc allied to the champion. Orc. 	
Pseudodragon	Forgotten	074	Ally	3	AD&D2	C	If played with a wizard champion, the pseudodragon becomes a familiar, remaining with the caster until he is defeated. No event, magic item, spell, or ally's ability can cause it to change sides or be discarded. 	
Red Wizards	Forgotten	075	Ally	5	AD&D2	C	Allows the allied champion to cast wizard spells. 	
Sahuagin	Forgotten	076	Ally	4	AD&D2	C	Swimmer. May attack any realm with a coastline, regardless of its position. 	
Samurai	Forgotten	077	Ally	5	AD&D2	C	Gains +4 if defending Shou Lung or Kozakura. 	
Darkenbeast	Forgotten	078	Monster	4	FR	C	Flyer. When this card is first played, discard all familiars in play. 	
Firbolg	Forgotten	079	Monster	6	FR	C	Eliminates first opposing ally of level 4 or less. Giant. 	
Iron Golem	Forgotten	080	Monster	7	FR	C	Owner may discard the iron golem from his pool to discard one wall in play. When attacking or defending, the iron golem is immune to walls. 	
Storm Giant	Forgotten	081	Monster	7	FR	C	When the storm giant is used in combat, no opposing champion or ally can fly. 	
Stone Giant	Forgotten	082	Monster	6	FR	C	While in a pool, if not used in combat, each combat round the stone giant may destroy one enemy ally of level 4 or lower in play. 	
Werewolf	Forgotten	083	Monster	4	FR	UC	Any champion who defeats the werewolf must draw and discard a card, noting the last digit of its number. If that digit is 4 or less, the champion contracts lycanthropy and is discarded. 	
Adon	Forgotten	084	Cleric	5	FR	C	No spells, magic items or artifacts can be used against this champion. If Midnight is in play, Adon gains +5 levels. 	
Erixitl	Forgotten	085	Cleric	6	FR	C	This champion gains +4 levels if defending Maztica. 	
Fzoul Chembryl	Forgotten	086	Cleric	6	FR	C	Fzoul gains +4 levels if Cyric is in play. 	
Young Robyn	Forgotten	087	Cleric	6	FR	C	Robyn gains +5 levels if defending a Realm with an attached Moonwell. 	
Ambassador Carrague	Forgotten	088	Wizard	7	FR	UC	Use Ambassador Carrague only in defensive combat. When he needs a card, play the top card from the draw pile, if legal, discarding it if not. Once three cards total have been discarded, draw no more for the combat round. 	
Helm	Forgotten	089	Hero	6	FR	UC	Casts cleric and wizard spells. If discarded from the pool, cancels one event, even if the event does not affect this player. 	
Simbul of Aglarond	Forgotten	090	Wizard	8	FR	R	Simbul gains +4 levels when battling Maligor the Red or Red Wizards. 	
Vangerdahast	Forgotten	091	Wizard	6	FR	C	When Vangerdahast is played in defense of a realm, the player may immediately look at the attacker's hand. 	
Cyric	Forgotten	092	Hero	9	FR	R	Cyric can cast wizard and priest spells. All cards in his player's pool may be turned face down when Cyric is in play. Champions and their items must combat face up, however. 	
Dragonbait	Forgotten	093	Hero	4	FR	C	Once during each defensive battle, if he does not participate, Dragonbait may save any one defeated champion or ally of level 4 or lower from being discarded. 	
"Khelben ""Blackstaff"" Arunsun"	Forgotten	094	Wizard	8	FR	C	Blackstaff gains +4 levels when defending Waterdeep. 	
Ochimo	Forgotten	095	Hero	4	FR	C	Ochimo gains +4 levels when defending Kozakura. He must be defeated twice in a row before being discarded. 	
Prince Tristan	Forgotten	096	Hero	6	FR	C	Prince Tristan gains +5 levels against giants, and when defending the Moonshaes. 	
Princess Alusair	Forgotten	097	Hero	4	FR	C	Princess Alusair can use any Forgotten Realms champion (level only) from any pool as an ally when defending. If victorious, that champion returns to its pool after the combat round. 	
Randal Morn	Forgotten	098	Hero	4	FR	C	All of this player's allies gain +1 level when Randal is in play. 	
Time of Troubles	Forgotten	099	Rule		AD&D	UC	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. No champion of level 7 or greater (before magical items, artifacts, events, and other modifiers) may be involved in combat. All Forgotten Realms champions and allies gain +1 level. 	
Tablets of Fate	Forgotten	100	Rule		FR	R	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Only Forgotten Realms champions, realms, holdings, and artifacts retain any powers of immunity. No others may have immunity to anything while this card is in play. 	
Thrice Hearty Cup of Balder the Red	Forgotten	101	Cleric Spell		AD&D2	VR	Cast on a hero, the champion automatically wins its next battle. (Def/3) 	
Cold Cup of Calamity	Forgotten	102	Event		AD&D2	VR	This player may examine one other player's hand and discard it down to 5 cards. Harmful. 	
Vessel of Vaporous Stones	Forgotten	103	Event		AD&D2	VR	Until the end of this player's next turn, the lowest total wins all battles. Allies (but not spells or other cards) are subtracted from the total in battle. Helpful. 	
Mug of the Earthbound	Forgotten	104	Wizard Spell		AD&D2	VR	Flying champions are grounded and unable to fly for the duration of this combat. Opposing flyer loses 2 levels. (Off/3/4) 	
Hawksflight Grail	Forgotten	105	Artifact		FR	VR	Another champion from this player's pool can be brought into the combat (add their levels). If either is forcibly discarded, the other keeps all magic items and one artifact, and continues the combat. 	
Vessel of Misty Passage	Forgotten	106	Event		AD&D2	VR	This vessel allows the players to attack any realm via a secret passage. The passage lasts until the end of this player's turn. Helpful. 	
Teapot of the Golden Tempest	Forgotten	107	Magical Item		AD&D2	VR	Once during combat, the player can switch hands with his opponent. At the end of combat, switch the hands back. All draws and discards use the original owner's piles. (Off) 	
Ebony Cup of Fate	Forgotten	108	Artifact		FR	VR	The player may examine his opponent's hand. If it contains an artifact, the player automatically loses the battle. If it contains no artifacts, he automatically wins the battle. 	
Hero's Chalice	Forgotten	109	Magical Item	10	AD&D2	VR	Usable only by heroes, the attached champion gains 10 levels when defending, but only 5 when attacking. (Def) 	
Day That Will Live in Infamy	Forgotten	110	Event		AD&D2	VR	The gods of revenge are in ascendance! Discard all wizards in battle or in pools. Harmful. 	
Unusually Good Fortune	Forgotten	111	Event		AD&D2	VR	Played on another player's event card, this player draws 3 cards. If played upon 'Good Fortune,' this player draws 5 cards and the other player draws none. Harmful. 	
Apple of His Eye	Forgotten	112	Event		AD&D2	VR	Only one type of champion, chosen by this player, can attack or defend until the end of this player's next turn. Harmful. 	
Golden Touch	Forgotten	113	Wizard Spell		AD&D2	VR	For this player's turn, all magical items in his pool or played in battle gain 2 levels. (Def/3/4) 	
Feather Flight	Forgotten	114	Wizard Spell		AD&D2	VR	If defeated, this champion and his allies fly back to their pool. His allies remain with him until their next battle. (Def/4) 	
Golden Barter	Forgotten	115	Wizard Spell		AD&D2	VR	For each magical item discarded from his pool, the player can draw one card. (Def/3/4) 	
Dagger of Deception	Forgotten	116	Magical Item		AD&D2	VR	If an opponent wants to play a card in combat, this player draws it randomly. Noncombat cards are returned to the player's hand after being revealed. (Off) Weapon 	
